name;frameTime;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp
'../Datasets/UltraSuite/core-uxtd/core/04M/040A_16.wav04M';0.000000;3.840392e+01;3.174546e-02;3.719283e+01;3.862554e+01;3.942358e+01;2.230759e+00;3.450928e+01;2.549111e+01;1.135397e+01;6.727026e+00;4.995790e-01;6.364785e-01;1.693160e-01;4.734151e-01;7.709527e-01;6.016367e-01;7.601877e+00;2.710345e+00;4.100856e+00;3.146648e+00;1.717350e-01;8.463216e-01;9.757130e+00;1.621285e+00;7.318478e+00;1.405303e+00;7.038177e+00;1.993096e+00;-2.225895e+01;-6.791551e-01;2.167054e-02;1.084443e+00;1.005409e+00;9.425097e-01;1.065807e+01;3.500707e-01;1.454988e+01;5.391996e-01;2.466114e+01;3.240438e-01;7.354835e+02;1.739094e-01;1.306257e+03;1.923956e-01;-1.040274e+02;-8.605908e-01;1.785568e+03;1.021337e-01;9.723220e+02;3.843889e-01;-1.062180e+02;-7.906048e-01;2.663918e+03;7.280673e-02;1.159407e+03;3.071853e-01;-1.069524e+02;-7.777055e-01;-1.464009e+01;-6.310738e-01;2.015062e+01;5.450345e-01;7.828747e-02;2.919741e-01;-2.788273e-02;-5.712909e-01;2.467415e-01;5.975648e-01;1.890932e+01;5.659955e-01;6.535081e+00;1.494817e+00;1.066864e+01;1.462958e+00;-2.983402e+01;-4.775181e-01;1.381447e+00;3.881441e+00;3.740859e-02;2.723584e-03;8.835776e-02;4.347826e+00;2.962963e+00;1.712500e-01;9.854409e-02;1.462500e-01;7.415145e-02;-2.576340e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/041A_16.wav04M';0.000000;3.847379e+01;2.039644e-02;3.781647e+01;3.833123e+01;3.927653e+01;1.460060e+00;5.734175e+01;8.382257e+01;2.051375e+01;1.550492e+01;5.351496e-01;7.090521e-01;1.329768e-01;4.545038e-01;9.659910e-01;8.330142e-01;6.917610e+00;3.212115e+00;4.180994e+00;1.656203e+00;1.420286e-01;8.440798e-01;1.360582e+01;1.052337e+00;1.968788e+00;4.539768e+00;1.676966e+00;5.872336e+00;-1.484085e+01;-8.956398e-01;2.133257e-02;1.372147e+00;7.323853e-01;9.493883e-01;1.125747e+01;3.502417e-01;8.912521e+00;6.957439e-01;2.317371e+01;3.106464e-01;7.254776e+02;2.398060e-01;1.428489e+03;1.331749e-01;-1.021999e+02;-9.011805e-01;1.674507e+03;1.026568e-01;1.093435e+03;2.160279e-01;-1.007188e+02;-8.695766e-01;2.607826e+03;8.539834e-02;1.186512e+03;5.294774e-01;-1.052344e+02;-7.943497e-01;-1.361781e+01;-5.291430e-01;2.258408e+01;4.748247e-01;7.576743e-02;2.616812e-01;-1.932210e-02;-9.277616e-01;2.007788e-01;5.382591e-01;2.293541e+01;4.217204e-01;4.084617e-01;2.282977e+01;-2.140115e+00;-5.210689e+00;-2.230792e+01;-5.583979e-01;-1.781557e+00;7.786452e+00;2.791241e-02;1.768194e-03;7.912674e-02;3.431373e+00;2.512563e+00;2.080000e-01;2.254240e-01;1.700000e-01;8.555699e-02;-2.539333e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/041A_16.wav04M';0.000000;3.819385e+01;2.056052e-02;3.734213e+01;3.840040e+01;3.885336e+01;1.511230e+00;1.483972e+01;7.766163e+00;6.442737e+00;3.968315e+00;8.792533e-01;4.354912e-01;5.108908e-01;8.938246e-01;1.275398e+00;7.645075e-01;1.189629e+01;6.589303e+00;4.060910e+00;3.430282e+00;2.688435e-01;1.004579e+00;2.630439e+01;3.077495e-01;-1.542945e+00;-5.331058e+00;-9.886298e+00;-1.268134e+00;-1.992046e+01;-6.720877e-01;1.344468e-02;1.588438e+00;5.858480e-01;1.291081e+00;1.242496e+01;2.507449e-01;6.843886e+00;1.026398e+00;2.727378e+01;2.163428e-01;6.102257e+02;2.580630e-01;1.552903e+03;1.233391e-01;-9.088887e+00;-3.628390e+00;1564;1.172068e-01;1.127470e+03;2.207630e-01;-1.703082e+01;-1.644154e+00;2.582239e+03;1.196079e-01;1.249305e+03;3.361042e-01;-3.245039e+01;-8.299958e-01;-1.390696e+01;-3.930851e-01;2.663223e+01;3.443439e-01;7.945435e-02;2.101539e-01;-1.963606e-02;-8.533564e-01;2.905380e-01;9.516258e-01;2.722541e+01;2.479329e-01;-1.515354e+00;-5.620314e+00;-1.041878e+01;-1.235177e+00;-2.214717e+01;-5.343868e-01;-3.003837e-01;4.572488e+00;-5.615985e-03;1.347107e-02;1.990809e-02;5.128205e+00;1.388889e+00;6.900000e-01;0;0;0;-2.088089e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/042A_16.wav04M';0.000000;3.819439e+01;3.076606e-02;3.727282e+01;3.794896e+01;3.881469e+01;1.541874e+00;9.300637e+01;1.588000e+02;7.817381e+00;9.444004e+00;4.124313e-01;9.075440e-01;9.079111e-02;2.598802e-01;7.520519e-01;6.612608e-01;6.609009e+00;3.417031e+00;4.383288e+00;2.820338e+00;1.005738e-01;1.218371e+00;1.180352e+01;1.285079e+00;3.715675e+00;2.566677e+00;2.544385e+00;4.182848e+00;-1.480702e+01;-1.119212e+00;1.306059e-02;1.342266e+00;6.338984e-01;1.059647e+00;1.221914e+01;2.513080e-01;9.289565e+00;1.020123e+00;2.642566e+01;2.800706e-01;7.011399e+02;1.784268e-01;1.409464e+03;1.583567e-01;-1.251322e+02;-7.470673e-01;1.705147e+03;1.203451e-01;1.065717e+03;2.694487e-01;-1.254291e+02;-7.027671e-01;2.582533e+03;8.262584e-02;1.234638e+03;4.114345e-01;-1.285825e+02;-6.561189e-01;-1.585632e+01;-4.655918e-01;2.486647e+01;3.935806e-01;8.228318e-02;2.252868e-01;-2.293810e-02;-6.732175e-01;1.875486e-01;7.505698e-01;2.592639e+01;3.376707e-01;1.525013e+00;7.454200e+00;6.277170e-01;2.339594e+01;-2.856579e+01;-5.012401e-01;-1.301641e+00;7.122002e+00;1.793912e-02;4.798989e-03;3.956458e-02;2.910603e+00;1.052632e+00;3.860000e-01;2.202362e-01;5.440000e-01;3.121282e-01;-2.652806e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/042A_16.wav04M';0.000000;0;0;0;0;0;0;0;0;0;0;1.380118e-01;6.203155e-01;7.429932e-02;1.072760e-01;1.845950e-01;1.102956e-01;2.280447e+00;1.640521e+00;1.993689e+00;5.609043e-01;2.621433e-02;1.185337e+00;4.102662e+00;1.683595e+00;4.814769e+00;1.891326e+00;-4.763085e-01;-2.013063e+01;-3.668433e+00;-1.954301e+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-201;0;0;0;0;0;-201;0;0;0;0;0;-201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.116199e+00;1.002518e+01;1.336482e-02;7.690097e-03;2.747025e-02;5.333333e+00;0;0;0;6.900000e-01;0;-4.871481e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/042A_16.wav04M';0.000000;3.792085e+01;5.225850e-02;3.688367e+01;3.758115e+01;3.910292e+01;2.219242e+00;2.545671e+01;1.958685e+01;8.021777e+00;1.469033e+01;6.386005e-01;5.612395e-01;2.823340e-01;5.990079e-01;9.667956e-01;6.844616e-01;7.146892e+00;3.030179e+00;7.832082e+00;4.234025e+00;2.352567e-01;9.704622e-01;1.783228e+01;7.866233e-01;8.702714e+00;1.598540e+00;1.400681e-01;1.129941e+02;-3.354303e+01;-6.632901e-01;1.890967e-02;1.333976e+00;7.929831e-01;8.559343e-01;1.005756e+01;4.813081e-01;7.153136e+00;1.145190e+00;2.662938e+01;2.417634e-01;7.032828e+02;1.990751e-01;1.479416e+03;1.769053e-01;-5.392548e+01;-1.438526e+00;1.689265e+03;1.645006e-01;1.212611e+03;2.888842e-01;-5.898701e+01;-1.141156e+00;2.676061e+03;6.935835e-02;8.929436e+02;2.951514e-01;-6.256230e+01;-1.042691e+00;-1.534040e+01;-5.239477e-01;2.151188e+01;4.468083e-01;8.049871e-02;1.881243e-01;-2.777472e-02;-3.955543e-01;2.710828e-01;9.031242e-01;2.265693e+01;4.961536e-01;6.458323e+00;2.283967e+00;1.728698e+00;8.153804e+00;-4.116307e+01;-4.218933e-01;-8.003385e-01;4.249518e+00;4.268159e-02;-1.294492e-02;1.826308e-01;4;2.898551e+00;2.650000e-01;1.950000e-01;6.000000e-02;0;-2.568662e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/043A_16.wav04M';0.000000;3.908035e+01;3.164968e-02;3.804108e+01;3.859435e+01;4.084335e+01;2.802269e+00;4.000940e+00;1.269949e+01;2.871614e+01;1.456781e+01;2.852776e-01;8.890822e-01;1.438526e-01;1.844640e-01;3.292160e-01;1.853634e-01;3.455708e+00;3.137485e+00;3.855610e+00;3.304595e+00;7.380921e-02;1.834251e+00;2.478419e+00;3.463446e+00;8.192062e-01;8.744164e+00;-7.829218e-01;-8.857804e+00;-8.606669e+00;-1.302282e+00;1.652618e-02;7.969698e-01;1.165272e+00;1.246910e+00;9.796514e+00;4.482240e-01;1.278086e+01;9.331608e-01;2.617940e+01;2.508515e-01;7.143359e+02;1.124086e-01;1.364313e+03;1.272046e-01;-1.837392e+02;-2.945952e-01;1.761464e+03;8.299685e-02;9.613926e+02;2.490999e-01;-1.835103e+02;-2.865924e-01;2.676786e+03;4.039408e-02;1.077072e+03;1.942855e-01;-1.839531e+02;-2.788171e-01;-1.432713e+01;-3.051381e-01;2.212421e+01;2.714934e-01;7.731360e-02;2.878647e-01;-3.370951e-02;-4.005617e-01;3.760857e-01;6.344591e-01;1.952544e+01;2.927700e-01;-1.234099e+00;-7.755891e+00;2.013602e+00;5.013478e+00;-3.231198e+01;-4.036228e-01;1.054046e-01;6.550231e+00;3.526910e-02;4.408775e-03;4.242044e-02;2.409638e+00;4.878049e-01;1.850000e-01;1.150000e-01;1.226667e+00;4.903287e-01;-3.091349e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/043A_16.wav04M';0.000000;3.773402e+01;1.625986e-02;3.726485e+01;3.750673e+01;3.829480e+01;1.029945e+00;1.743779e+01;1.168741e+01;1.777753e+01;8.347358e+00;4.279551e-01;9.173385e-01;1.274364e-01;2.470606e-01;7.955666e-01;6.681302e-01;5.988461e+00;3.768774e+00;2.527471e+00;2.896937e+00;1.102747e-01;1.255218e+00;8.094381e+00;1.612478e+00;-2.682826e+00;-3.522791e+00;-4.389277e+00;-2.276919e+00;-1.197722e+01;-9.194168e-01;2.119965e-02;1.588786e+00;7.326530e-01;1.076522e+00;1.083015e+01;2.784666e-01;8.394864e-01;9.141567e+00;2.051947e+01;4.803795e-01;6.940995e+02;2.404425e-01;1.474469e+03;6.827670e-02;-1.516357e+02;-5.647606e-01;1.624714e+03;8.498337e-02;1.230672e+03;1.488391e-01;-1.517191e+02;-5.448323e-01;2.411221e+03;6.773899e-02;1.083598e+03;2.053789e-01;-1.546130e+02;-5.033274e-01;-8.296505e+00;-7.096572e-01;2.005648e+01;3.765991e-01;8.937144e-02;1.970019e-01;-1.362659e-02;-5.503818e-01;2.900103e-01;5.161628e-01;2.510761e+01;3.282593e-01;-1.256675e+01;-7.411305e-01;-1.377977e+01;-8.258619e-01;-2.565431e+01;-1.688519e-01;-8.213930e-01;7.921157e+00;3.131153e-02;4.040628e-03;4.263222e-02;2.450980e+00;1.005025e+00;2.450000e-01;6.500000e-02;7.300000e-01;6.800000e-01;-2.797755e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/044A_16.wav04M';0.000000;3.921779e+01;8.073341e-03;3.895788e+01;3.932816e+01;3.942845e+01;4.705696e-01;3.934352e+00;0;-8.490086e-02;7.683151e+00;2.370594e-01;7.088804e-01;1.173790e-01;1.801534e-01;3.254520e-01;2.080731e-01;4.009430e+00;3.812366e+00;1.928901e+00;1.870791e+00;5.289394e-02;1.530987e+00;7.081072e-01;1.375521e+01;6.263586e-01;1.294426e+01;1.719983e+00;5.818584e+00;-5.865368e+00;-2.225175e+00;3.094915e-02;1.278764e+00;1.179267e+00;1.045201e+00;1.081054e+01;3.838412e-01;1.700820e+01;1.180340e-01;1.359039e+01;2.559726e-01;7.530308e+02;1.289936e-01;1.249079e+03;2.414295e-01;-1.923429e+02;-1.872651e-01;2.073970e+03;1.005141e-01;7.357225e+02;4.682730e-01;-1.922122e+02;-1.835430e-01;2.672434e+03;5.343002e-02;1.135121e+03;2.292450e-01;-1.914645e+02;-2.004820e-01;-1.304914e+01;-6.826578e-01;1.757832e+01;6.073737e-01;6.314845e-02;3.345843e-01;-2.770230e-02;-3.917077e-01;2.654295e-01;6.965191e-01;1.076620e+01;7.843587e-01;2.024530e+01;3.322943e-01;3.394931e+01;1.393784e-01;-4.425722e+01;-2.589875e-01;8.107973e-01;5.332119e+00;3.209410e-02;7.420463e-03;4.044916e-02;4.659498e+00;3.649635e-01;1.400000e-01;0;1.285000e+00;7.650000e-01;-3.525887e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/044A_16.wav04M';0.000000;3.788564e+01;2.254229e-02;3.731707e+01;3.763105e+01;3.832265e+01;1.005581e+00;8.924256e+00;0;3.157129e+00;1.624164e+01;3.362617e-01;8.297501e-01;1.228139e-01;1.913942e-01;6.458938e-01;5.230799e-01;3.658932e+00;1.894592e+00;5.704285e+00;3.379979e+00;1.004913e-01;1.097107e+00;2.061721e+00;7.187453e+00;1.297035e+00;6.902550e+00;-4.261785e-01;-2.751872e+01;-1.601867e+01;-1.237472e+00;1.979804e-02;7.366988e-01;8.096719e-01;8.607729e-01;9.781764e+00;3.404402e-01;3.807420e+00;2.468593e+00;3.756966e+01;3.359303e-01;6.114868e+02;2.526117e-01;1.452643e+03;6.823778e-02;-1.799246e+02;-3.358454e-01;1.491983e+03;1.434526e-01;1.110780e+03;8.766969e-02;-1.689954e+02;-4.018589e-01;2.566371e+03;9.940841e-02;1.064331e+03;1.380523e-01;-1.716037e+02;-3.614653e-01;-1.820345e+01;-4.041874e-01;2.748615e+01;3.325237e-01;8.937784e-02;2.634483e-01;-3.343350e-02;-4.924055e-01;1.986362e-01;5.272908e-01;2.587735e+01;3.919282e-01;1.198606e+01;6.923178e-01;-1.676237e+01;-6.253551e-01;-4.485567e+01;-3.439995e-01;2.796381e+00;2.485734e+00;3.967698e-02;4.278119e-03;8.425304e-02;4.615385e+00;8.000000e-01;2.100000e-01;0;5.050000e-01;3.150000e-01;-3.120560e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/044A_16.wav04M';0.000000;3.820792e+01;1.796489e-02;3.764902e+01;3.818435e+01;3.881456e+01;1.165531e+00;9.055318e+00;5.798541e+00;3.820860e+00;3.258769e+00;3.119198e-01;8.542335e-01;1.074616e-01;1.852843e-01;6.079382e-01;5.004767e-01;2.870402e+00;1.301316e+00;3.242638e+00;2.815269e+00;7.194584e-02;1.379766e+00;7.424750e+00;2.109174e+00;2.806966e+00;3.276440e+00;-1.339920e+00;-7.463609e+00;-1.093701e+01;-1.544382e+00;8.554835e-03;1.332980e+00;6.386092e-01;2.162285e+00;1.369170e+01;1.315979e-01;1.436999e+01;2.968799e-01;3.443427e+01;2.062821e-01;6.333527e+02;2.380306e-01;1.485576e+03;1.294253e-01;-1.675560e+02;-4.286540e-01;1.616966e+03;1.448730e-01;1.171577e+03;2.584369e-01;-1.638627e+02;-4.376259e-01;2.571354e+03;1.240461e-01;1.509839e+03;4.883765e-01;-1.661518e+02;-4.038942e-01;-2.073417e+01;-3.480722e-01;3.291703e+01;2.376874e-01;9.230579e-02;2.089771e-01;-2.787735e-02;-2.384441e-01;1.297743e-01;7.192482e-01;3.357570e+01;1.446178e-01;9.208497e+00;8.909360e-01;-7.692137e+00;-1.850579e+00;-3.121662e+01;-4.803371e-01;3.439173e-01;5.621193e+00;3.178747e-02;4.947225e-03;5.866860e-02;3.240741e+00;4.739337e-01;4.300000e-01;0;8.250000e-01;6.750000e-01;-2.956514e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/044A_16.wav04M';0.000000;3.855528e+01;1.517106e-02;3.790884e+01;3.855062e+01;3.919847e+01;1.289627e+00;1.355872e+01;0;1.734917e+01;0;3.759602e-01;6.935861e-01;8.926948e-02;3.696007e-01;6.127017e-01;5.234322e-01;2.640645e+00;3.612532e+00;3.292116e+00;1.933120e+00;1.216681e-01;1.054610e+00;6.860796e+00;2.866481e+00;8.241134e+00;9.039401e-01;-1.298466e+00;-7.652331e+00;-1.438975e+01;-1.160904e+00;1.027608e-02;6.794188e-01;4.607663e-01;1.127399e+00;1.305404e+01;1.665477e-01;2.033696e+01;1.319630e-01;3.703174e+01;1.411158e-01;6.533271e+02;1.877311e-01;1.460635e+03;1.606085e-01;-1.342034e+02;-6.801723e-01;1.632470e+03;1.098204e-01;9.900755e+02;2.233126e-01;-1.401540e+02;-5.905887e-01;2.826848e+03;3.138701e-02;9.181425e+02;2.395051e-01;-1.427276e+02;-5.555596e-01;-2.147167e+01;-2.150703e-01;2.960920e+01;2.418468e-01;9.513954e-02;1.013012e-01;-3.425917e-02;-2.995180e-01;2.472496e-01;5.485076e-01;2.801371e+01;2.215589e-01;7.627115e+00;1.111289e+00;3.191412e+00;4.345495e+00;-3.661998e+01;-1.570390e-01;3.347300e+00;2.003805e+00;2.265686e-02;1.016506e-02;4.910909e-02;4.285714e+00;1.562500e+00;2.100000e-01;0;4.100000e-01;0;-2.652838e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/045A_16.wav04M';0.000000;3.870058e+01;2.605466e-02;3.815536e+01;3.906984e+01;3.944114e+01;1.285774e+00;3.593403e+02;0;1.387214e+01;1.807967e+01;2.073393e-01;7.021412e-01;1.026591e-01;1.500041e-01;3.262956e-01;2.236365e-01;4.346704e+00;2.524615e+00;4.953148e+00;5.347857e+00;6.941329e-02;1.850545e+00;3.012589e+00;3.374500e+00;3.308674e+00;1.988804e+00;4.911332e-01;1.633410e+01;-6.112381e+00;-1.514926e+00;3.143910e-02;4.676676e-01;3.013129e+00;5.539162e-01;7.610162e+00;3.151652e-01;2.232241e+01;3.414145e-01;2.809511e+01;2.515962e-01;7.912786e+02;1.299867e-01;1.257164e+03;4.238281e-02;-1.827190e+02;-2.752861e-01;1.870460e+03;4.095595e-02;9.090291e+02;1.377217e-01;-1.820661e+02;-2.772755e-01;2.762524e+03;4.052171e-02;1.007300e+03;1.940835e-01;-1.821288e+02;-2.761807e-01;-1.531659e+01;-5.627172e-01;2.018959e+01;4.610769e-01;6.567575e-02;3.917155e-01;-2.987260e-02;-6.086530e-01;3.517932e-01;6.077515e-01;1.662727e+01;5.520650e-01;9.012534e+00;6.904653e-01;1.018505e+01;5.711876e-01;-2.300401e+01;-4.916054e-01;-5.162773e-01;5.572921e+00;2.932546e-02;3.548135e-03;3.688710e-02;4.895105e+00;1.449275e+00;6.500000e-02;5.000000e-03;4.000000e-01;3.873844e-01;-3.501462e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/045A_16.wav04M';0.000000;3.898493e+01;1.948579e-02;3.836573e+01;3.884010e+01;3.975001e+01;1.384274e+00;8.687205e+01;1.126121e+02;8.232725e+00;5.722663e+00;3.401229e-01;7.557987e-01;1.304625e-01;2.206269e-01;6.095357e-01;4.790732e-01;5.697823e+00;3.498449e+00;3.631133e+00;2.020767e+00;8.774535e-02;1.055063e+00;9.172831e+00;1.207965e+00;3.426150e+00;2.416580e+00;4.409850e+00;2.534098e+00;-1.464124e+01;-1.079406e+00;1.895904e-02;1.344313e+00;8.889698e-01;1.005253e+00;1.210129e+01;2.449857e-01;1.787247e+01;5.691583e-01;2.598962e+01;2.818069e-01;7.608633e+02;1.224957e-01;1.234850e+03;1.729653e-01;-1.458712e+02;-5.468594e-01;1.830072e+03;1.105113e-01;9.430364e+02;3.176602e-01;-1.433617e+02;-5.482744e-01;2.664654e+03;7.840803e-02;1.075548e+03;3.339730e-01;-1.436825e+02;-5.442840e-01;-1.683096e+01;-4.608180e-01;2.240108e+01;4.197574e-01;7.800578e-02;2.050534e-01;-2.889943e-02;-5.133737e-01;1.819405e-01;5.702296e-01;2.027356e+01;4.364241e-01;8.494706e+00;1.013217e+00;1.112524e+01;1.153937e+00;-3.295152e+01;-3.532375e-01;-1.024911e+00;6.979894e+00;3.186291e-02;3.483435e-03;4.427479e-02;4.310345e+00;1.801802e+00;1.750000e-01;5.000000e-03;2.366666e-01;2.080598e-01;-2.924829e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/045A_16.wav04M';0.000000;3.870817e+01;1.687629e-02;3.817232e+01;3.880646e+01;3.937496e+01;1.202637e+00;7.682893e+01;5.510160e+01;1.209202e+01;6.841837e+00;5.531875e-01;5.620902e-01;2.213236e-01;5.123188e-01;8.963462e-01;6.750225e-01;1.012529e+01;3.295119e+00;7.490415e+00;4.940796e+00;2.660123e-01;7.522755e-01;1.334776e+01;8.461874e-01;5.443628e-01;1.418205e+01;4.669561e+00;2.498069e+00;-1.693400e+01;-7.731724e-01;2.933023e-02;9.676172e-01;1.592400e+00;9.369993e-01;1.004105e+01;3.125798e-01;1.765090e+01;3.176335e-01;2.814221e+01;1.875620e-01;6.758270e+02;2.463463e-01;1.434651e+03;1.016818e-01;-1.025505e+02;-8.793408e-01;1.676209e+03;1.039517e-01;1.205510e+03;2.686698e-01;-1.069781e+02;-7.865852e-01;2.535935e+03;1.009843e-01;1.142386e+03;3.013125e-01;-1.098826e+02;-7.424884e-01;-1.305092e+01;-6.414696e-01;2.039517e+01;4.932963e-01;7.925382e-02;2.394335e-01;-2.469068e-02;-6.387403e-01;3.424902e-01;5.069222e-01;1.857169e+01;5.064847e-01;3.615686e+00;2.046025e+00;4.453246e+00;2.424077e+00;-2.451393e+01;-4.267090e-01;-2.379069e+00;1.081741e+01;5.182590e-02;3.635127e-03;1.748806e-01;1.066667e+01;4.347826e+00;1.100000e-01;4.546060e-02;1.450000e-01;4.500000e-02;-2.483598e+01
'../Datasets/UltraSuite/core-uxtd/core/04M/046A_16.wav04M';0.000000;3.972694e+01;3.140924e-02;3.857747e+01;3.883913e+01;4.128374e+01;2.706264e+00;1.308080e+01;0;-6.476419e+00;0;3.200487e-01;1.126418e+00;9.246831e-02;1.583810e-01;4.881809e-01;3.957126e-01;9.436488e+00;7.864003e+00;4.548787e+00;4.964518e+00;1.141754e-01;1.680170e+00;4.358830e+00;2.486638e+00;2.745293e+00;3.020126e+00;4.036591e+00;2.464703e+00;-7.253124e+00;-1.990331e+00;2.002006e-02;9.148866e-01;1.272230e+00;1.094890e+00;1.154121e+01;2.254056e-01;1.445500e+01;3.080639e-01;2.336201e+01;1.445778e-01;6.924052e+02;2.123304e-01;1.426165e+03;1.188133e-01;-1.720433e+02;-3.863885e-01;1.698405e+03;1.038879e-01;1.141209e+03;1.944626e-01;-1.694853e+02;-3.907621e-01;2.521725e+03;7.446645e-02;1.110780e+03;3.604279e-01;-1.701688e+02;-3.804587e-01;-1.381950e+01;-5.621907e-01;1.937984e+01;4.867035e-01;6.871443e-02;3.353689e-01;-3.074579e-02;-4.055643e-01;3.189071e-01;7.759334e-01;1.796139e+01;4.149067e-01;2.078050e+00;6.007945e+00;6.650359e+00;1.433645e+00;-2.849810e+01;-3.150171e-01;-2.189282e-01;6.733081e+00;2.154058e-02;9.135552e-03;6.538548e-02;3.980099e+00;1.538462e+00;1.033333e-01;6.548961e-02;5.266666e-01;5.528914e-01;-2.680028e+01
