name;frameTime;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength
'../Datasets/UltraSuite/core-uxtd/core/23F/007B_16.wav23F';0.000000;3.754691e+01;2.469483e-02;3.655399e+01;3.765746e+01;3.852208e+01;1.968090e+00;4.622234e+00;1.577742e-02;6.135405e+00;0;8.205782e-01;4.234561e-01;6.119772e-01;7.889905e-01;1.188053e+00;5.760761e-01;2.047116e+00;1.753391e+00;2.849487e+00;1.426063e+00;4.858923e-03;8.534670e-01;4.207505e-01;9.050682e-01;1.215362e+01;2.667018e-01;-2.711326e+00;-1.625769e+00;1.630270e+01;2.834075e-01;8.105213e+02;1.096857e-01;1.357006e+03;1.113737e-01;-6.875634e+00;-6.874357e+00;1.717156e+03;6.059270e-02;-1.385662e+01;-3.220250e+00;2.685678e+03;5.831533e-02;-2.580491e+01;-1.621678e+00;-6.376200e+00;-5.228388e-01;2.039636e+01;1.060554e-01;9.182449e-02;1.335225e-01;-1.394886e-02;-6.125153e-01;-2.862497e+00;1.115346e+01;7.399421e-03;1.601615e-02;2.197802e+00;1.176471e+00;7.900000e-01;0;4.000000e-02;0
'../Datasets/UltraSuite/core-uxtd/core/23F/008B_16.wav23F';0.000000;3.686090e+01;1.226765e-02;3.651807e+01;3.674969e+01;3.720184e+01;6.837654e-01;6.572437e+00;0;3.125087e+00;0;1.528703e-01;1.272994e+00;4.327477e-02;4.884078e-02;3.477789e-01;3.045041e-01;2.772721e-01;1.387399e+00;4.958234e-01;1.044891e-01;1.360292e-02;1.540170e+00;6.395200e-01;1.036490e+00;1.197947e+01;2.155926e-01;6.167012e+00;2.424322e-01;1.841901e+01;2.008452e-01;6.586550e+02;1.318461e-01;1.553804e+03;7.686556e-02;-1.604902e+02;-4.940409e-01;1.589592e+03;5.720000e-02;-1.591884e+02;-4.913128e-01;2.385152e+03;4.811383e-02;-1.604771e+02;-4.722651e-01;-1.039284e+01;-2.881612e-01;1.824578e+01;2.279005e-01;9.676820e-02;1.628994e-01;-1.517998e-02;-5.279346e-01;-3.239007e+00;1.118293e+01;4.604107e-03;2.115392e-02;7.434944e-01;3.802282e-01;5.700000e-01;0;2.040000e+00;0
'../Datasets/UltraSuite/core-uxtd/core/23F/008B_16.wav23F';0.000000;3.773153e+01;5.085568e-03;3.760444e+01;3.766643e+01;3.775888e+01;1.544380e-01;1.022260e+01;1.202331e+01;1.185111e+00;3.133515e+00;5.475523e-01;5.945351e-01;1.237542e-01;6.518903e-01;8.800232e-01;7.562690e-01;8.241984e-01;2.291748e+00;1.074782e+00;0;1.012961e-02;1.164857e+00;7.960354e-01;1.219559e+00;1.135155e+01;2.811874e-01;-3.216833e+00;-1.282510e+00;1.726880e+01;2.160413e-01;8.098430e+02;4.756636e-02;1.262921e+03;7.620447e-02;-4.387604e+01;-1.943877e+00;1.688456e+03;4.107152e-02;-5.209035e+01;-1.535264e+00;2.700499e+03;4.576028e-02;-5.967386e+01;-1.272122e+00;-8.085011e+00;-3.707282e-01;2.190427e+01;1.757938e-01;8.742072e-02;1.074845e-01;-1.028468e-02;-1.035350e+00;2.376216e+00;3.287267e+00;1.362605e-02;2.819387e-02;1.250000e+00;1.351351e+00;5.600000e-01;0;1.600000e-01;0
'../Datasets/UltraSuite/core-uxtd/core/23F/008B_16.wav23F';0.000000;3.590664e+01;5.698778e-02;3.608611e+01;3.631395e+01;3.673192e+01;6.458130e-01;3.946755e+02;0;-4.439926e-01;0;3.835974e-01;3.336125e-01;3.306668e-01;4.218348e-01;4.927828e-01;1.621160e-01;-2.487308e-01;1.269796e+00;1.239721e+00;0;7.212438e-02;2.650920e+00;7.807093e-01;1.501363e+00;1.138875e+01;3.191288e-01;3.689785e+00;2.107435e+00;2.737400e+01;4.415307e-01;5.838203e+02;2.615063e-01;1.506066e+03;7.468746e-02;-2.441589e+01;-2.648171e+00;1.457150e+03;1.259192e-01;-3.362181e+01;-1.694265e+00;2.586106e+03;4.508994e-02;-4.488765e+01;-1.173907e+00;-1.402314e+01;-4.750673e-01;2.717828e+01;3.396775e-01;9.276582e-02;1.903971e-01;-2.197910e-02;-5.785714e-01;-7.782093e+00;1.449688e+01;8.358850e-03;4.644454e-03;1.818182e+00;2;4.300000e-01;0;2.000000e-02;0
'../Datasets/UltraSuite/core-uxtd/core/23F/009B_16.wav23F';0.000000;3.785767e+01;2.292828e-02;3.697078e+01;3.788070e+01;3.856797e+01;1.597191e+00;2.385941e+01;0;1.118927e+01;0;1.673072e-01;1.422957e+00;4.293177e-02;4.689034e-02;2.293359e-01;1.864042e-01;5.369433e-01;0;-4.418904e+00;0;1.090530e-02;1.267760e+00;7.761317e-01;1.272040e+00;1.164961e+01;2.520865e-01;9.655958e+00;1.266248e+00;2.573087e+01;3.281547e-01;6.851869e+02;1.805057e-01;1.386102e+03;2.167306e-01;-1.631531e+02;-4.814625e-01;1.629934e+03;1.240591e-01;-1.632782e+02;-4.534431e-01;2.749927e+03;8.670154e-02;-1.647117e+02;-4.325281e-01;-1.553143e+01;-3.112582e-01;2.132842e+01;2.969295e-01;9.523790e-02;1.732407e-01;-2.524823e-02;-3.505634e-01;-2.691759e+00;1.130076e+01;7.638727e-03;2.626219e-02;5.952381e-01;6.172839e-01;3.200000e-01;0;1.280000e+00;0
'../Datasets/UltraSuite/core-uxtd/core/23F/009B_16.wav23F';0.000000;3.750861e+01;1.863062e-02;3.678755e+01;3.766908e+01;3.826367e+01;1.476120e+00;7.358159e+00;1.807748e+00;2.361584e+00;3.652772e+00;5.321395e-01;5.835487e-01;1.023958e-01;6.028822e-01;8.328727e-01;7.304769e-01;2.991829e+00;1.731170e+00;2.407492e+00;1.075104e+00;5.326558e-03;1.246525e+00;4.229128e-01;8.117908e-01;1.137075e+01;3.286834e-01;1.989868e+00;3.447199e+00;2.105626e+01;3.480331e-01;7.647215e+02;1.788113e-01;1.416562e+03;1.531097e-01;-5.179382e+01;-1.688751e+00;1.672774e+03;1.145706e-01;-5.309178e+01;-1.537748e+00;2.566467e+03;1.090987e-01;-6.322980e+01;-1.200807e+00;-8.472560e+00;-6.921416e-01;2.459178e+01;2.844861e-01;8.974252e-02;1.359140e-01;-9.031054e-03;-1.186207e+00;5.735243e-01;6.980907e+00;-3.952225e-03;2.340102e-02;2.803739e+00;9.900990e-01;7.600000e-01;0;2.300000e-01;0
'../Datasets/UltraSuite/core-uxtd/core/23F/010B_16.wav23F';0.000000;3.717542e+01;1.832558e-02;3.637928e+01;3.732264e+01;3.772615e+01;1.346878e+00;3.390695e+01;3.953951e+01;3.428399e+00;3.953038e+00;1.829370e-01;1.073104e+00;4.259218e-02;4.817218e-02;3.642141e-01;3.216219e-01;6.890796e-01;1.333360e+00;6.955792e-01;2.286937e-01;1.372646e-02;9.300039e-01;7.522749e-01;1.422586e+00;1.157320e+01;2.802137e-01;1.321729e+01;1.023422e+00;3.215387e+01;2.922644e-01;6.853900e+02;2.301625e-01;1.548284e+03;8.064297e-02;-1.300877e+02;-7.190945e-01;1.590089e+03;1.231987e-01;-1.330293e+02;-6.602085e-01;2.534911e+03;1.362150e-01;-1.383404e+02;-5.852231e-01;-1.613260e+01;-4.473944e-01;3.016154e+01;2.323278e-01;9.117929e-02;1.500722e-01;-6.052530e-03;-1.141556e+00;-4.551882e+00;1.285205e+01;-1.535082e-03;2.234346e-02;6.024097e-01;6.116208e-01;5.950000e-01;2.500000e-02;1.010000e+00;4.000000e-01
'../Datasets/UltraSuite/core-uxtd/core/23F/011B_16.wav23F';0.000000;4.306671e+01;1.992636e-01;3.749189e+01;3.808727e+01;5.675589e+01;1.926400e+01;6.345865e+01;4.450752e+01;7.770973e+01;7.118855e+00;3.462152e-01;1.016002e+00;4.409884e-02;6.579819e-02;7.793459e-01;7.352471e-01;2.374713e+00;2.142577e+00;3.741077e+00;3.396564e+00;2.727002e-02;1.016002e+00;1.404261e+00;7.412753e-01;4.968305e+00;1.565970e+00;-2.252974e+00;-2.447090e+00;6.328184e+00;2.411669e+00;8.391345e+02;1.409826e-01;1.313603e+03;2.608230e-01;-1.582168e+02;-5.154692e-01;1.746087e+03;8.014587e-02;-1.475960e+02;-5.708565e-01;2.623914e+03;8.114924e-02;-1.470564e+02;-5.686850e-01;4.824802e+00;3.727855e+00;3.119137e+00;6.913061e+00;7.330506e-02;2.708599e-01;-2.790051e-03;-5.695068e+00;3.058837e+00;3.431360e+00;1.359665e-02;1.818598e-02;1.246106e+00;1.587302e+00;1.660000e-01;1.735050e-01;4.440000e-01;5.451092e-01
'../Datasets/UltraSuite/core-uxtd/core/23F/011B_16.wav23F';0.000000;4.369870e+01;2.676311e-01;3.649682e+01;3.676629e+01;6.056009e+01;2.406327e+01;1.251457e+02;0;-1.071385e+01;0;4.034781e-01;3.863611e-01;2.662487e-01;4.291515e-01;5.452614e-01;2.790127e-01;4.982780e+00;1.133387e+00;2.417391e+00;1.253655e+00;2.247543e-02;7.733970e-01;1.303006e+00;7.929031e-01;6.978453e+00;8.639413e-01;9.236834e+00;1.773088e+00;1.521485e+01;1.620865e+00;6.851137e+02;3.977221e-01;1.272839e+03;3.014067e-01;-6.537801e+01;-1.360868e+00;1.573954e+03;1.778007e-01;-5.667237e+01;-1.342026e+00;2.742232e+03;6.518215e-02;-5.667743e+01;-1.329926e+00;-5.026006e-01;-4.256122e+01;1.044783e+01;2.544678e+00;8.195283e-02;4.252094e-01;-5.017689e-04;-2.056965e+01;7.099962e+00;-1.606424e+00;4.324114e-02;1.317994e-02;7.142857e+00;4.081633e+00;1.750000e-01;6.500000e-02;3.000000e-02;8.164966e-03
'../Datasets/UltraSuite/core-uxtd/core/23F/012B_16.wav23F';0.000000;5.907216e+01;1.184752e-02;5.841181e+01;5.897800e+01;5.969485e+01;1.283035e+00;3.841257e-01;0;0;0;1.475627e-01;1.755902e+00;4.219795e-02;4.709427e-02;6.500664e-02;2.280869e-02;7.159624e-01;0;-5.234789e+00;0;5.177096e-02;2.723461e-01;1.922973e+00;2.368586e-01;-5.733781e+00;-4.464880e-02;-5.737379e+00;-7.301014e-01;-9.205117e+00;-6.673834e-01;8.604728e+02;1.462152e-01;1.331496e+03;1.979172e-01;-201;0;1.715019e+03;2.348348e-02;-1.955338e+02;-1.482022e-01;2.690418e+03;4.792134e-03;-1.952898e+02;-1.550916e-01;3.079213e+01;2.545917e-02;-2.782265e+01;-2.540446e-02;3.260174e-02;1.889642e-01;1.401376e-02;8.540189e-02;-2.520716e-01;7.669598e+00;8.994770e-03;2.076898e-02;6.369427e-01;6.666667e-01;3.000000e-02;0;7.200000e-01;7.000000e-01
'../Datasets/UltraSuite/core-uxtd/core/23F/012B_16.wav23F';0.000000;3.792469e+01;1.880122e-02;3.728692e+01;3.777279e+01;3.843174e+01;1.144821e+00;1.357147e+01;5.231614e-01;6.179916e+00;2.679989e+00;5.252569e-01;5.939274e-01;1.270632e-01;6.048244e-01;8.314067e-01;7.043434e-01;4.758530e+00;2.510876e+00;5.521793e+00;4.930830e+00;1.608566e-02;1.188768e+00;8.687754e-01;9.041638e-01;9.131968e+00;3.674545e-01;2.819182e-01;2.685314e+01;1.657586e+01;3.738531e-01;7.954769e+02;1.198752e-01;1.286598e+03;1.030813e-01;-6.922094e+01;-1.327233e+00;1.724925e+03;6.378174e-02;-7.213134e+01;-1.188676e+00;2.686532e+03;5.140044e-02;-7.712653e+01;-1.065083e+00;-7.494673e+00;-7.319537e-01;1.653009e+01;5.026953e-01;8.729422e-02;1.397351e-01;-1.491793e-02;-7.449105e-01;2.974553e+00;3.739841e+00;1.781208e-02;1.760701e-02;2.941176e+00;2.061856e+00;3.200000e-01;7.000000e-02;1.450000e-01;9.500000e-02
'../Datasets/UltraSuite/core-uxtd/core/23F/012B_16.wav23F';0.000000;3.913172e+01;1.692759e-01;3.647117e+01;3.673506e+01;3.797554e+01;1.504375e+00;6.039397e+01;3.640535e+01;1.917698e+02;0;3.631963e-01;6.537187e-01;5.740235e-02;3.929716e-01;5.741216e-01;5.167192e-01;6.592458e+00;2.864331e+00;2.081331e+00;2.545449e+00;2.717686e-02;9.744826e-01;1.389409e+00;8.921219e-01;9.210306e+00;5.457315e-01;1.620741e+01;6.430795e-01;3.105662e+01;5.005723e-01;5.655499e+02;2.483371e-01;1.398554e+03;1.052622e-01;-9.635937e+01;-9.611295e-01;1.511629e+03;1.210024e-01;-9.614919e+01;-8.935634e-01;2.674567e+03;3.052713e-02;-9.951276e+01;-7.897748e-01;-8.828797e+00;-1.683725e+00;2.161272e+01;8.726795e-01;9.085240e-02;2.566237e-01;-1.256506e-02;-1.065250e+00;-3.385405e+00;1.197796e+01;2.441460e-02;1.600568e-02;4.285714e+00;3.125000e+00;1.850000e-01;5.000000e-03;1.150000e-01;9.500000e-02
